;TEAM;MATCH UP;GAME DATE;W/L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;STL;BLK;TOV;PF;+/-
1052;MIL;MIL vs. MEM;11/14/2018;L;240;113;41;81;50.6;9;35;25.7;22;27;81.5;9;35;44;22;5;8;16;22;-3
1053;MEM;MEM @ MIL;11/14/2018;W;240;116;42;83;50.6;14;36;38.9;18;24;75.0;4;30;34;24;8;4;14;20;3
1054;DAL;DAL vs. UTA;11/14/2018;W;240;118;45;77;58.4;12;28;42.9;16;24;66.7;7;44;51;24;12;6;20;19;50
1055;UTA;UTA @ DAL;11/14/2018;L;240;68;25;81;30.9;6;35;17.1;12;19;63.2;8;25;33;16;11;3;22;21;-50
1056;ORL;ORL vs. PHI;11/14/2018;W;240;111;40;80;50.0;12;28;42.9;19;22;86.4;5;32;37;23;7;4;11;21;5
1057;PHI;PHI @ ORL;11/14/2018;L;240;106;41;86;47.7;14;29;48.3;10;15;66.7;10;31;41;32;2;3;15;21;-5
1058;MIA;MIA @ BKN;11/14/2018;W;240;120;46;85;54.1;8;29;27.6;20;28;71.4;6;41;47;23;6;6;18;27;13
1059;BKN;BKN vs. MIA;11/14/2018;L;240;107;41;101;40.6;8;28;28.6;17;24;70.8;16;30;46;17;10;2;15;29;-13
1060;CHI;CHI @ BOS;11/14/2018;L;240;82;33;84;39.3;7;23;30.4;9;9;100;7;40;47;16;8;3;22;16;-29
1061;BOS;BOS vs. CHI;11/14/2018;W;240;111;42;90;46.7;15;34;44.1;12;14;85.7;8;43;51;27;12;5;14;12;29
1062;SAS;SAS @ PHX;11/14/2018;L;240;96;35;83;42.2;7;23;30.4;19;24;79.2;13;30;43;16;7;4;18;12;-20
1063;PHX;PHX vs. SAS;11/14/2018;W;240;116;47;84;56.0;15;31;48.4;7;8;87.5;5;33;38;27;9;4;16;23;20
1064;POR;POR @ LAL;11/14/2018;L;240;117;41;93;44.1;14;33;42.4;21;23;91.3;11;36;47;24;8;10;15;21;-9
1065;LAL;LAL vs. POR;11/14/2018;W;240;126;44;93;47.3;15;32;46.9;23;26;88.5;11;37;48;25;11;6;13;18;9
1066;DEN;DEN vs. HOU;11/13/2018;L;240;99;38;76;50.0;11;25;44.0;12;16;75.0;7;24;31;27;11;2;16;20;-10
1067;HOU;HOU @ DEN;11/13/2018;W;240;109;39;71;54.9;13;37;35.1;18;26;69.2;6;26;32;23;7;6;15;20;10
1068;CHA;CHA @ CLE;11/13/2018;L;240;89;33;95;34.7;8;41;19.5;15;19;78.9;12;25;37;22;12;4;9;11;-24
1069;CLE;CLE vs. CHA;11/13/2018;W;240;113;45;85;52.9;13;24;54.2;10;12;83.3;14;46;60;23;5;3;20;20;24
1070;GSW;GSW vs. ATL;11/13/2018;W;240;110;39;91;42.9;12;27;44.4;20;21;95.2;13;35;48;28;8;6;13;20;7
1071;ATL;ATL @ GSW;11/13/2018;L;240;103;40;89;44.9;12;32;37.5;11;15;73.3;10;32;42;25;9;2;17;18;-7
1072;OKC;OKC vs. PHX;11/12/2018;W;240;118;43;92;46.7;13;27;48.1;19;20;95.0;12;30;42;23;12;6;14;15;17
1073;PHX;PHX @ OKC;11/12/2018;L;240;101;39;81;48.1;7;26;26.9;16;19;84.2;10;27;37;25;5;5;18;21;-17
1074;UTA;UTA @ MEM;11/12/2018;W;240;96;32;82;39.0;9;32;28.1;23;30;76.7;13;36;49;19;7;6;15;25;8
1075;MEM;MEM vs. UTA;11/12/2018;L;240;88;33;79;41.8;4;24;16.7;18;23;78.3;8;34;42;19;7;9;16;28;-8
1076;TOR;TOR vs. NOP;11/12/2018;L;240;110;39;97;40.2;13;45;28.9;19;22;86.4;13;30;43;22;9;5;11;20;-16
1077;NOP;NOP @ TOR;11/12/2018;W;240;126;54;99;54.5;10;27;37.0;8;13;61.5;14;40;54;30;2;4;13;20;16
1078;WAS;WAS vs. ORL;11/12/2018;W;240;117;40;79;50.6;13;33;39.4;24;33;72.7;7;34;41;24;8;7;12;17;8
1079;ORL;ORL @ WAS;11/12/2018;L;240;109;43;89;48.3;15;30;50.0;8;11;72.7;8;26;34;28;5;6;13;28;-8
1080;BKN;BKN @ MIN;11/12/2018;L;240;113;40;101;39.6;18;50;36.0;15;22;68.2;19;23;42;28;10;2;13;29;-7
1081;MIN;MIN vs. BKN;11/12/2018;W;240;120;42;80;52.5;10;23;43.5;26;31;83.9;9;43;52;26;8;6;23;17;7
1082;SAC;SAC vs. SAS;11/12/2018;W;240;104;43;86;50.0;11;24;45.8;7;12;58.3;7;38;45;27;12;3;13;20;5
1083;SAS;SAS @ SAC;11/12/2018;L;240;99;38;87;43.7;10;31;32.3;13;16;81.3;9;34;43;25;5;4;15;12;-5
1084;LAC;LAC vs. GSW;11/12/2018;W;265;121;43;91;47.3;5;20;25.0;30;34;88.2;6;43;49;23;11;5;17;23;5
1085;GSW;GSW @ LAC;11/12/2018;L;265;116;44;94;46.8;12;31;38.7;16;23;69.6;11;35;46;27;7;8;17;25;-5
1086;PHI;PHI @ MIA;11/12/2018;W;240;124;39;83;47.0;15;36;41.7;31;39;79.5;10;32;42;24;5;0;10;24;10
1087;MIA;MIA vs. PHI;11/12/2018;L;240;114;37;77;48.1;13;31;41.9;27;33;81.8;8;32;40;19;5;6;15;30;-10
1088;DAL;DAL @ CHI;11/12/2018;W;240;103;37;79;46.8;10;33;30.3;19;29;65.5;7;42;49;18;11;7;20;22;5
1089;CHI;CHI vs. DAL;11/12/2018;L;240;98;35;89;39.3;8;33;24.2;20;22;90.9;8;37;45;16;11;3;17;26;-5
1090;DEN;DEN vs. MIL;11/11/2018;L;240;114;41;89;46.1;18;38;47.4;14;20;70.0;10;29;39;27;8;5;10;16;-7
1091;MIL;MIL @ DEN;11/11/2018;W;240;121;48;84;57.1;17;34;50.0;8;13;61.5;5;36;41;27;10;7;13;17;7
1092;POR;POR vs. BOS;11/11/2018;W;240;100;39;86;45.3;14;36;38.9;8;10;80.0;15;40;55;22;4;2;21;14;6
1093;BOS;BOS @ POR;11/11/2018;L;240;94;36;93;38.7;14;42;33.3;8;10;80.0;11;31;42;19;11;5;13;16;-6
1094;CHA;CHA @ DET;11/11/2018;W;240;113;43;85;50.6;11;28;39.3;16;18;88.9;6;40;46;24;6;8;12;26;10
1095;DET;DET vs. CHA;11/11/2018;L;240;103;38;104;36.5;12;44;27.3;15;19;78.9;22;29;51;21;5;4;10;18;-10
1096;IND;IND @ HOU;11/11/2018;L;240;103;36;78;46.2;11;29;37.9;20;26;76.9;5;30;35;24;10;6;13;22;-12
1097;HOU;HOU vs. IND;11/11/2018;W;240;115;36;74;48.6;20;47;42.6;23;32;71.9;8;30;38;18;6;5;17;22;12
1098;ORL;ORL @ NYK;11/11/2018;W;240;115;44;98;44.9;17;42;40.5;10;11;90.9;10;42;52;31;10;9;11;21;26
1099;NYK;NYK vs. ORL;11/11/2018;L;240;89;31;88;35.2;5;28;17.9;22;30;73.3;13;41;54;13;4;15;19;21;-26
1100;ATL;ATL @ LAL;11/11/2018;L;240;106;41;95;43.2;13;37;35.1;11;13;84.6;10;34;44;25;11;4;19;23;-1
1101;LAL;LAL vs. ATL;11/11/2018;W;240;107;39;92;42.4;14;38;36.8;15;24;62.5;17;31;48;28;12;9;23;23;1
1102;NOP;NOP vs. PHX;11/10/2018;W;240;119;42;86;48.8;11;25;44.0;24;29;82.8;16;38;54;28;7;7;18;18;20
1103;PHX;PHX @ NOP;11/10/2018;L;240;99;35;86;40.7;10;36;27.8;19;20;95.0;10;27;37;16;10;7;17;27;-20
1104;PHI;PHI @ MEM;11/10/2018;L;265;106;44;85;51.8;8;31;25.8;10;16;62.5;8;40;48;27;10;6;23;20;-6
1105;MEM;MEM vs. PHI;11/10/2018;W;265;112;45;103;43.7;11;30;36.7;11;15;73.3;15;30;45;16;9;3;11;18;6
1106;TOR;TOR vs. NYK;11/10/2018;W;240;128;42;79;53.2;14;35;40.0;30;40;75.0;12;34;46;24;8;4;15;20;16
1107;NYK;NYK @ TOR;11/10/2018;L;240;112;44;96;45.8;6;22;27.3;18;22;81.8;16;31;47;18;12;6;14;26;-16
1108;SAC;SAC vs. LAL;11/10/2018;L;240;86;32;92;34.8;6;25;24.0;16;20;80.0;13;37;50;11;7;5;19;20;-15
1109;LAL;LAL @ SAC;11/10/2018;W;240;101;41;99;41.4;12;38;31.6;7;17;41.2;17;42;59;23;11;3;16;20;15
1110;DAL;DAL vs. OKC;11/10/2018;W;240;111;43;77;55.8;14;29;48.3;11;17;64.7;4;34;38;31;9;5;16;23;15
1111;OKC;OKC @ DAL;11/10/2018;L;240;96;38;97;39.2;9;34;26.5;11;18;61.1;26;27;53;17;9;2;16;19;-15
1112;LAC;LAC vs. MIL;11/10/2018;W;265;128;46;99;46.5;14;34;41.2;22;27;81.5;10;44;54;26;6;6;18;19;2
1113;MIL;MIL @ LAC;11/10/2018;L;265;126;47;105;44.8;16;46;34.8;16;23;69.6;15;37;52;31;11;8;17;26;-2
1114;MIA;MIA vs. WAS;11/10/2018;L;240;110;39;88;44.3;12;33;36.4;20;26;76.9;14;24;38;25;5;5;19;31;-6
1115;WAS;WAS @ MIA;11/10/2018;W;240;116;40;83;48.2;8;22;36.4;28;38;73.7;17;31;48;14;8;5;16;25;6
1116;CLE;CLE @ CHI;11/10/2018;L;240;98;39;91;42.9;8;21;38.1;12;18;66.7;15;38;53;15;5;6;12;17;-1
1117;CHI;CHI vs. CLE;11/10/2018;W;240;99;39;82;47.6;7;18;38.9;14;21;66.7;5;33;38;20;7;5;11;19;1
1118;HOU;HOU @ SAS;11/10/2018;L;240;89;30;90;33.3;9;41;22.0;20;29;69.0;15;34;49;11;10;5;8;24;-7
1119;SAS;SAS vs. HOU;11/10/2018;W;240;96;33;74;44.6;10;20;50.0;20;27;74.1;8;38;46;17;3;5;16;20;7
1120;GSW;GSW vs. BKN;11/10/2018;W;240;116;46;83;55.4;7;16;43.8;17;21;81.0;6;30;36;27;9;7;10;24;16
1121;BKN;BKN @ GSW;11/10/2018;L;240;100;36;77;46.8;7;24;29.2;21;29;72.4;12;29;41;20;7;2;15;22;-16
1122;MIN;MIN @ SAC;11/09/2018;L;240;110;39;94;41.5;7;25;28.0;25;31;80.6;15;37;52;20;6;1;17;23;-11
1123;SAC;SAC vs. MIN;11/09/2018;W;240;121;43;95;45.3;12;32;37.5;23;29;79.3;12;37;49;25;7;6;13;29;11
1124;DEN;DEN vs. BKN;11/09/2018;L;240;110;40;87;46.0;5;18;27.8;25;34;73.5;15;39;54;20;3;5;13;28;-2
1125;BKN;BKN @ DEN;11/09/2018;W;240;112;36;88;40.9;12;33;36.4;28;42;66.7;12;30;42;21;7;9;8;24;2
1126;UTA;UTA vs. BOS;11/09/2018;W;240;123;43;77;55.8;13;34;38.2;24;30;80.0;8;37;45;29;4;4;17;21;8
1127;BOS;BOS @ UTA;11/09/2018;L;240;115;39;88;44.3;17;43;39.5;20;22;90.9;5;23;28;31;11;3;8;20;-8
1128;ATL;ATL vs. DET;11/09/2018;L;240;109;36;79;45.6;7;28;25.0;30;40;75.0;9;44;53;17;6;2;16;21;-15
1129;DET;DET @ ATL;11/09/2018;W;240;124;46;97;47.4;20;47;42.6;12;19;63.2;10;34;44;30;10;6;11;31;15
1130;WAS;WAS @ ORL;11/09/2018;L;240;108;42;82;51.2;11;27;40.7;13;19;68.4;6;29;35;24;8;3;19;18;-9
1131;ORL;ORL vs. WAS;11/09/2018;W;240;117;44;86;51.2;13;31;41.9;16;19;84.2;10;31;41;26;8;6;16;18;9
1132;MIA;MIA vs. IND;11/09/2018;L;240;102;36;80;45.0;14;27;51.9;16;27;59.3;9;29;38;27;6;6;24;27;-8
1133;IND;IND @ MIA;11/09/2018;W;240;110;43;79;54.4;7;20;35.0;17;29;58.6;6;33;39;20;10;5;18;26;8
1134;CHA;CHA @ PHI;11/09/2018;L;265;132;43;110;39.1;16;40;40.0;30;40;75.0;14;35;49;25;10;5;7;33;-1
1135;PHI;PHI vs. CHA;11/09/2018;W;265;133;45;94;47.9;12;37;32.4;31;41;75.6;13;46;59;33;3;15;17;33;1
1136;HOU;HOU @ OKC;11/08/2018;L;240;80;31;82;37.8;11;42;26.2;7;10;70.0;12;27;39;16;9;3;17;26;-18
1137;OKC;OKC vs. HOU;11/08/2018;W;240;98;36;81;44.4;9;37;24.3;17;24;70.8;13;39;52;18;10;4;15;16;18
1138;POR;POR vs. LAC;11/08/2018;W;240;116;40;97;41.2;10;26;38.5;26;28;92.9;14;39;53;18;4;8;7;20;11
1139;LAC;LAC @ POR;11/08/2018;L;240;105;41;89;46.1;8;23;34.8;15;20;75.0;7;34;41;19;2;10;7;22;-11
1140;PHX;PHX vs. BOS;11/08/2018;L;265;109;41;93;44.1;11;35;31.4;16;19;84.2;4;38;42;25;10;6;15;23;-7
1141;BOS;BOS @ PHX;11/08/2018;W;265;116;39;97;40.2;14;37;37.8;24;31;77.4;17;39;56;21;6;6;16;18;7
1142;MIL;MIL @ GSW;11/08/2018;W;240;134;52;101;51.5;9;35;25.7;21;27;77.8;13;33;46;33;11;7;12;23;23
1143;GSW;GSW vs. MIL;11/08/2018;L;240;111;42;87;48.3;10;28;35.7;17;22;77.3;8;30;38;31;5;6;18;22;-23
1144;NOP;NOP vs. CHI;11/07/2018;W;240;107;42;94;44.7;11;30;36.7;12;17;70.6;11;44;55;32;5;10;15;18;9
1145;CHI;CHI @ NOP;11/07/2018;L;240;98;38;96;39.6;9;31;29.0;13;17;76.5;7;39;46;18;9;7;12;16;-9
1146;MEM;MEM vs. DEN;11/07/2018;W;240;89;30;70;42.9;8;21;38.1;21;25;84.0;8;28;36;19;7;7;18;22;2
1147;DEN;DEN @ MEM;11/07/2018;L;240;87;32;82;39.0;8;32;25.0;15;19;78.9;13;28;41;19;9;3;19;22;-2
1148;SAC;SAC vs. TOR;11/07/2018;L;240;105;42;88;47.7;8;23;34.8;13;18;72.2;6;25;31;27;10;5;15;26;-9
1149;TOR;TOR @ SAC;11/07/2018;W;240;114;41;89;46.1;11;36;30.6;21;23;91.3;13;40;53;17;10;4;22;20;9
1150;NYK;NYK @ ATL;11/07/2018;W;240;112;34;77;44.2;11;30;36.7;33;47;70.2;11;37;48;15;8;7;18;30;5
1151;ATL;ATL vs. NYK;11/07/2018;L;240;107;37;92;40.2;11;38;28.9;22;29;75.9;15;30;45;26;5;9;17;30;-5
1152;UTA;UTA vs. DAL;11/07/2018;W;240;117;43;89;48.3;13;37;35.1;18;26;69.2;8;27;35;31;12;10;12;32;15
1153;DAL;DAL @ UTA;11/07/2018;L;240;102;29;73;39.7;8;24;33.3;36;40;90.0;12;37;49;14;3;4;25;27;-15
1154;IND;IND vs. PHI;11/07/2018;L;240;94;37;94;39.4;8;31;25.8;12;17;70.6;8;33;41;19;9;6;12;21;-6
1155;PHI;PHI @ IND;11/07/2018;W;240;100;36;79;45.6;10;32;31.3;18;22;81.8;5;38;43;24;7;8;17;18;6
1156;ORL;ORL vs. DET;11/07/2018;L;240;96;40;87;46.0;9;27;33.3;7;9;77.8;6;34;40;28;10;8;21;19;-7
1157;DET;DET @ ORL;11/07/2018;W;240;103;37;90;41.1;11;37;29.7;18;20;90.0;13;37;50;21;13;1;20;15;7
1158;SAS;SAS @ MIA;11/07/2018;L;240;88;31;94;33.0;13;32;40.6;13;14;92.9;12;37;49;19;8;5;12;19;-7
1159;MIA;MIA vs. SAS;11/07/2018;W;240;95;36;93;38.7;10;32;31.3;13;18;72.2;14;46;60;21;8;11;13;17;7
1160;CLE;CLE vs. OKC;11/07/2018;L;240;86;33;89;37.1;9;31;29.0;11;13;84.6;12;39;51;17;3;4;20;26;-9
1161;OKC;OKC @ CLE;11/07/2018;W;240;95;35;84;41.7;7;27;25.9;18;26;69.2;7;37;44;10;13;9;12;23;9
1162;LAL;LAL vs. MIN;11/07/2018;W;240;114;44;91;48.4;15;34;44.1;11;14;78.6;12;35;47;32;6;4;16;14;4
1163;MIN;MIN @ LAL;11/07/2018;L;240;110;41;91;45.1;20;40;50.0;8;9;88.9;11;29;40;22;10;5;16;17;-4
1164;ATL;ATL @ CHA;11/06/2018;L;240;102;41;85;48.2;6;30;20.0;14;18;77.8;7;30;37;22;13;9;22;18;-11
1165;CHA;CHA vs. ATL;11/06/2018;W;240;113;45;92;48.9;13;31;41.9;10;18;55.6;8;35;43;27;9;4;21;16;11
1166;WAS;WAS @ DAL;11/06/2018;L;240;100;37;87;42.5;11;35;31.4;15;20;75.0;5;27;32;27;8;6;10;24;-19
1167;DAL;DAL vs. WAS;11/06/2018;W;240;119;39;82;47.6;15;34;44.1;26;27;96.3;10;40;50;25;4;6;18;22;19
1168;POR;POR vs. MIL;11/06/2018;W;240;118;48;91;52.7;17;43;39.5;5;8;62.5;11;40;51;23;7;3;12;17;15
1169;MIL;MIL @ POR;11/06/2018;L;240;103;40;92;43.5;16;42;38.1;7;8;87.5;12;30;42;26;2;1;12;16;-15
1170;BKN;BKN @ PHX;11/06/2018;W;240;104;41;92;44.6;9;36;25.0;13;19;68.4;13;39;52;22;9;5;10;22;22
1171;PHX;PHX vs. BKN;11/06/2018;L;240;82;28;81;34.6;9;25;36.0;17;20;85.0;9;40;49;16;4;3;20;20;-22
1172;NOP;NOP @ OKC;11/05/2018;L;240;116;41;84;48.8;9;29;31.0;25;30;83.3;11;34;45;27;8;5;21;26;-6
1173;OKC;OKC vs. NOP;11/05/2018;W;240;122;45;93;48.4;10;27;37.0;22;31;71.0;9;32;41;26;15;3;12;23;6
1174;DEN;DEN vs. BOS;11/05/2018;W;240;115;41;90;45.6;13;34;38.2;20;28;71.4;15;32;47;25;5;4;13;14;8
1175;BOS;BOS @ DEN;11/05/2018;L;240;107;44;87;50.6;9;31;29.0;10;12;83.3;7;33;40;22;9;9;12;21;-8
1176;TOR;TOR @ UTA;11/05/2018;W;240;124;49;86;57.0;13;33;39.4;13;14;92.9;7;36;43;21;9;3;15;28;13
1177;UTA;UTA vs. TOR;11/05/2018;L;240;111;38;86;44.2;8;31;25.8;27;41;65.9;12;28;40;29;10;4;12;19;-13
1178;IND;IND vs. HOU;11/05/2018;L;240;94;33;75;44.0;8;28;28.6;20;30;66.7;7;32;39;17;8;3;16;15;-4
1179;HOU;HOU @ IND;11/05/2018;W;240;98;34;76;44.7;15;47;31.9;15;16;93.8;5;34;39;23;9;6;17;24;4
1180;MIN;MIN @ LAC;11/05/2018;L;240;109;40;85;47.1;5;21;23.8;24;30;80.0;8;30;38;20;9;8;11;23;-11
1181;LAC;LAC vs. MIN;11/05/2018;W;240;120;43;88;48.9;14;31;45.2;20;22;90.9;13;30;43;30;5;4;12;27;11
1182;ORL;ORL vs. CLE;11/05/2018;W;240;102;39;87;44.8;11;34;32.4;13;15;86.7;10;30;40;22;11;5;15;16;2
1183;CLE;CLE @ ORL;11/05/2018;L;240;100;41;80;51.3;10;23;43.5;8;12;66.7;8;34;42;20;8;2;18;17;-2
1184;DET;DET vs. MIA;11/05/2018;L;265;115;43;105;41.0;11;35;31.4;18;28;64.3;21;39;60;27;8;3;19;30;-5
1185;MIA;MIA @ DET;11/05/2018;W;265;120;44;98;44.9;12;31;38.7;20;31;64.5;9;41;50;24;10;8;17;26;5
1186;NYK;NYK vs. CHI;11/05/2018;L;290;115;41;106;38.7;7;26;26.9;26;29;89.7;21;41;62;20;7;6;18;27;-1
1187;CHI;CHI @ NYK;11/05/2018;W;290;116;43;95;45.3;8;30;26.7;22;30;73.3;11;37;48;15;9;9;19;22;1
1188;GSW;GSW vs. MEM;11/05/2018;W;240;117;41;81;50.6;13;24;54.2;22;23;95.7;8;38;46;29;4;4;13;25;16
1189;MEM;MEM @ GSW;11/05/2018;L;240;101;38;83;45.8;9;27;33.3;16;21;76.2;4;26;30;31;8;8;10;19;-16
1190;WAS;WAS vs. NYK;11/04/2018;W;240;108;36;83;43.4;6;26;23.1;30;39;76.9;15;32;47;21;12;11;13;18;13
1191;NYK;NYK @ WAS;11/04/2018;L;240;95;39;93;41.9;5;27;18.5;12;16;75.0;15;36;51;19;5;5;20;28;-13
1192;MIL;MIL vs. SAC;11/04/2018;W;240;144;46;95;48.4;22;56;39.3;30;33;90.9;10;46;56;30;6;7;13;20;35
1193;SAC;SAC @ MIL;11/04/2018;L;240;109;42;95;44.2;14;36;38.9;11;22;50.0;8;36;44;24;6;4;15;26;-35
1194;MIN;MIN @ POR;11/04/2018;L;240;81;29;93;31.2;7;30;23.3;16;21;76.2;13;25;38;18;9;4;11;21;-30
1195;POR;POR vs. MIN;11/04/2018;W;240;111;38;86;44.2;7;28;25.0;28;32;87.5;17;49;66;15;7;1;17;20;30
1196;BKN;BKN vs. PHI;11/04/2018;W;240;122;50;105;47.6;9;28;32.1;13;18;72.2;15;23;38;27;11;3;9;28;25
1197;PHI;PHI @ BKN;11/04/2018;L;240;97;31;65;47.7;4;20;20.0;31;41;75.6;9;37;46;16;6;1;28;21;-25
1198;MEM;MEM @ PHX;11/04/2018;L;240;100;36;76;47.4;7;23;30.4;21;29;72.4;9;21;30;19;13;3;13;21;-2
1199;PHX;PHX vs. MEM;11/04/2018;W;240;102;33;64;51.6;14;32;43.8;22;26;84.6;5;32;37;25;7;3;25;27;2
1200;LAL;LAL vs. TOR;11/04/2018;L;240;107;39;85;45.9;6;24;25.0;23;29;79.3;6;32;38;25;6;4;16;18;-14
1201;TOR;TOR @ LAL;11/04/2018;W;240;121;49;98;50.0;10;35;28.6;13;14;92.9;13;36;49;32;9;4;13;24;14
1202;ORL;ORL @ SAS;11/04/2018;W;240;117;46;91;50.5;12;32;37.5;13;18;72.2;11;32;43;29;7;4;9;22;7
1203;SAS;SAS vs. ORL;11/04/2018;L;240;110;38;88;43.2;12;35;34.3;22;25;88.0;10;33;43;25;3;5;11;21;-7
1204;CHA;CHA vs. CLE;11/03/2018;W;240;126;52;91;57.1;10;30;33.3;12;13;92.3;12;38;50;29;3;7;15;17;32
1205;CLE;CLE @ CHA;11/03/2018;L;240;94;35;81;43.2;10;26;38.5;14;15;93.3;3;23;26;22;10;2;15;20;-32
1206;UTA;UTA @ DEN;11/03/2018;L;240;88;33;81;40.7;6;31;19.4;16;24;66.7;10;30;40;22;12;7;13;21;-15
1207;DEN;DEN vs. UTA;11/03/2018;W;240;103;41;83;49.4;9;28;32.1;12;19;63.2;8;40;48;32;8;0;17;26;15
1208;MIA;MIA @ ATL;11/03/2018;L;240;118;41;85;48.2;16;40;40.0;20;26;76.9;13;28;41;27;6;6;18;20;-5
1209;ATL;ATL vs. MIA;11/03/2018;W;240;123;46;88;52.3;13;32;40.6;18;23;78.3;8;29;37;33;11;7;18;21;5
1210;BOS;BOS @ IND;11/03/2018;L;240;101;38;88;43.2;19;46;41.3;6;9;66.7;10;35;45;23;6;8;14;20;-1
1211;IND;IND vs. BOS;11/03/2018;W;240;102;36;86;41.9;11;32;34.4;19;25;76.0;8;37;45;23;10;2;13;16;1
1212;LAL;LAL @ POR;11/03/2018;W;240;114;45;86;52.3;8;21;38.1;16;25;64.0;9;41;50;20;9;11;20;22;4
1213;POR;POR vs. LAL;11/03/2018;L;240;110;44;104;42.3;6;35;17.1;16;22;72.7;16;34;50;20;10;5;14;21;-4
1214;HOU;HOU @ CHI;11/03/2018;W;240;96;35;83;42.2;13;42;31.0;13;20;65.0;10;35;45;21;13;5;19;22;8
1215;CHI;CHI vs. HOU;11/03/2018;L;240;88;28;71;39.4;6;23;26.1;26;27;96.3;4;33;37;15;13;4;19;18;-8
1216;SAS;SAS vs. NOP;11/03/2018;W;240;109;45;96;46.9;8;23;34.8;11;14;78.6;8;35;43;29;8;4;9;21;14
1217;NOP;NOP @ SAS;11/03/2018;L;240;95;36;77;46.8;6;21;28.6;17;30;56.7;6;42;48;22;3;8;16;21;-14
1218;PHI;PHI vs. DET;11/03/2018;W;240;109;28;69;40.6;9;29;31.0;44;51;86.3;3;42;45;21;11;3;18;31;10
1219;DET;DET @ PHI;11/03/2018;L;240;99;33;83;39.8;5;30;16.7;28;41;68.3;7;37;44;16;8;3;17;32;-10
1220;WAS;WAS vs. OKC;11/02/2018;L;240;111;44;86;51.2;9;30;30.0;14;18;77.8;6;24;30;27;6;4;19;21;-23
1221;OKC;OKC @ WAS;11/02/2018;W;240;134;49;86;57.0;15;32;46.9;21;26;80.8;7;31;38;34;13;5;13;20;23
1222;UTA;UTA vs. MEM;11/02/2018;L;240;100;36;77;46.8;14;36;38.9;14;25;56.0;10;29;39;21;3;5;14;25;-10
1223;MEM;MEM @ UTA;11/02/2018;W;240;110;38;75;50.7;13;26;50.0;21;34;61.8;9;30;39;23;9;3;11;29;10
1224;NYK;NYK @ DAL;11/02/2018;W;240;118;46;84;54.8;7;29;24.1;19;26;73.1;10;30;40;26;13;4;12;24;12
1225;DAL;DAL vs. NYK;11/02/2018;L;240;106;40;81;49.4;11;29;37.9;15;24;62.5;11;29;40;22;6;1;19;28;-12
1226;ORL;ORL vs. LAC;11/02/2018;L;240;95;40;90;44.4;4;17;23.5;11;19;57.9;8;32;40;20;7;4;10;24;-25
1227;LAC;LAC @ ORL;11/02/2018;W;240;120;41;86;47.7;13;26;50.0;25;33;75.8;10;40;50;22;5;3;14;23;25
1228;HOU;HOU @ BKN;11/02/2018;W;240;119;41;83;49.4;15;39;38.5;22;32;68.8;11;30;41;22;4;10;9;21;8
1229;BKN;BKN vs. HOU;11/02/2018;L;240;111;42;85;49.4;15;34;44.1;12;20;60.0;9;29;38;22;5;4;12;28;-8
1230;TOR;TOR @ PHX;11/02/2018;W;240;107;41;81;50.6;12;33;36.4;13;21;61.9;6;33;39;29;11;10;14;23;9
1231;PHX;PHX vs. TOR;11/02/2018;L;240;98;40;91;44.0;8;26;30.8;10;18;55.6;12;37;49;20;3;4;16;18;-9
1232;CHI;CHI vs. IND;11/02/2018;L;240;105;42;89;47.2;13;31;41.9;8;9;88.9;11;32;43;33;2;7;14;20;-2
1233;IND;IND @ CHI;11/02/2018;W;240;107;40;85;47.1;7;26;26.9;20;22;90.9;9;33;42;21;8;9;11;13;2
1234;GSW;GSW vs. MIN;11/02/2018;W;240;116;43;88;48.9;13;34;38.2;17;22;77.3;12;49;61;31;3;9;16;16;17
1235;MIN;MIN @ GSW;11/02/2018;L;240;99;38;101;37.6;13;45;28.9;10;14;71.4;8;31;39;25;8;4;5;16;-17
1236;OKC;OKC @ CHA;11/01/2018;W;240;111;41;96;42.7;8;37;21.6;21;29;72.4;14;35;49;20;12;9;10;21;4
1237;CHA;CHA vs. OKC;11/01/2018;L;240;107;38;93;40.9;11;41;26.8;20;22;90.9;11;40;51;26;7;3;18;26;-4
1238;ATL;ATL vs. SAC;11/01/2018;L;240;115;42;87;48.3;8;31;25.8;23;34;67.6;10;33;43;26;6;6;22;28;-31
1239;SAC;SAC @ ATL;11/01/2018;W;240;146;53;98;54.1;14;35;40.0;26;32;81.3;10;36;46;38;14;3;14;29;31
1240;POR;POR vs. NOP;11/01/2018;W;240;132;44;87;50.6;18;35;51.4;26;31;83.9;8;38;46;26;4;4;14;30;13
1241;NOP;NOP @ POR;11/01/2018;L;240;119;40;94;42.6;8;29;27.6;31;37;83.8;14;30;44;23;7;3;13;24;-13
1242;DEN;DEN @ CLE;11/01/2018;W;240;110;41;85;48.2;10;26;38.5;18;21;85.7;14;30;44;22;8;7;12;18;19
1243;CLE;CLE vs. DEN;11/01/2018;L;240;91;34;83;41.0;5;18;27.8;18;19;94.7;13;22;35;18;11;4;14;22;-19
1244;MIL;MIL @ BOS;11/01/2018;L;240;113;41;85;48.2;9;29;31.0;22;30;73.3;8;37;45;20;8;3;14;20;-4
